title,author,date,views,likes,link
Finding a new frequency,John Bidden,16-Sep,6700,202,https://ted.com/talks/john_bidden_finding_a_new_frequency
In defense of emojis,Jenna Schilstra,16-Sep,48000,1400,https://ted.com/talks/jenna_schilstra_in_defense_of_emojis
How to do more with less in healthcare,Jan Denecker,16-Sep,42000,1200,https://ted.com/talks/jan_denecker_how_to_do_more_with_less_in_healthcare
Rediscovering heritage through dance,Amelia Laytham,16-Sep,20000,620,https://ted.com/talks/amelia_laytham_rediscovering_heritage_through_dance
Can we end a culture of abandonment?,Monica Johnson,16-Sep,34000,1000,https://ted.com/talks/monica_johnson_can_we_end_a_culture_of_abandonment
How the US should use its superpower status,Ian Bremmer,16-Sep,1000000,31000,https://ted.com/talks/ian_bremmer_how_the_us_should_use_its_superpower_status
What a driverless world could look like,Wanis Kabbaj,16-Sep,4200000,126000,https://ted.com/talks/wanis_kabbaj_what_a_driverless_world_could_look_like
The unexpected challenges of a country's first election,Philippa Neave,16-Sep,915000,27000,https://ted.com/talks/philippa_neave_the_unexpected_challenges_of_a_country_s_first_election
Immigrant voices make democracy stronger,Sayu Bhojwani,16-Sep,1000000,31000,https://ted.com/talks/sayu_bhojwani_immigrant_voices_make_democracy_stronger
Could human civilization spread across the whole galaxy?,Roey Tzezana,16-Sep,673000,20000,https://ted.com/talks/roey_tzezana_could_human_civilization_spread_across_the_whole_galaxy
America's forgotten working class,J.D. Vance,16-Sep,2900000,87000,https://ted.com/talks/j_d_vance_america_s_forgotten_working_class
How to use rhetoric to get what you want,Camille Langston,16-Sep,2600000,80000,https://ted.com/talks/camille_langston_how_to_use_rhetoric_to_get_what_you_want
How do contraceptives work?,NWHunter,16-Sep,1300000,40000,https://ted.com/talks/nwhunter_how_do_contraceptives_work
There's no such thing as not voting,Eric Liu,16-Sep,1000000,30000,https://ted.com/talks/eric_liu_there_s_no_such_thing_as_not_voting
One of the most difficult words to translate...,Krystian Aparta,16-Sep,1900000,59000,https://ted.com/talks/krystian_aparta_one_of_the_most_difficult_words_to_translate
How music makes me a better neuroscientist,Indre Viskontas,16-Oct,79000,2300,https://ted.com/talks/indre_viskontas_how_music_makes_me_a_better_neuroscientist
How darkness influences imagination,Holley Moyes,16-Oct,25000,766,https://ted.com/talks/holley_moyes_how_darkness_influences_imagination
Cómo un doctor de astronautas capacita al cuerpo para el espacio,Víctor Demaría Pesce,16-Oct,14000,438,https://ted.com/talks/victor_demaria_pesce_como_un_doctor_de_astronautas_capacita_al_cuerpo_para_el_espacio
Why we need to clean up our space debris,Moriba Jah,16-Oct,15000,478,https://ted.com/talks/moriba_jah_why_we_need_to_clean_up_our_space_debris
The importance of space lawyers,Frans von der Dunk,16-Oct,17000,533,https://ted.com/talks/frans_von_der_dunk_the_importance_of_space_lawyers
Cómo los niños pueden aprender historia,Fernando Salem,16-Oct,243000,7200,https://ted.com/talks/fernando_salem_como_los_ninos_pueden_aprender_historia
King Richard III: Solving a 500-year-old cold case,Dr. Turi King,16-Oct,82000,2400,https://ted.com/talks/dr_turi_king_king_richard_iii_solving_a_500_year_old_cold_case
The uncomplicated truth about women's sexuality,Sarah Barmak,16-Oct,2500000,76000,https://ted.com/talks/sarah_barmak_the_uncomplicated_truth_about_women_s_sexuality
The science of sex,Pere Estupinyà,16-Oct,649000,19000,https://ted.com/talks/pere_estupinya_the_science_of_sex
The four things you need to know about the energy you use,Jordan Wirfs-Brock,16-Oct,43000,1200,https://ted.com/talks/jordan_wirfs_brock_the_four_things_you_need_to_know_about_the_energy_you_use
How to fight prejudice through policy conversations,David Fleischer,16-Oct,53000,1600,https://ted.com/talks/david_fleischer_how_to_fight_prejudice_through_policy_conversations
What I learned investigating Nixon,Bob Woodward,16-Oct,190000,5700,https://ted.com/talks/bob_woodward_what_i_learned_investigating_nixon
Is it bad to hold your pee?,Heba Shaheed,16-Oct,8700000,262000,https://ted.com/talks/heba_shaheed_is_it_bad_to_hold_your_pee
I hate McMansions — and you should too,Kate Wagner,16-Oct,380000,11000,https://ted.com/talks/kate_wagner_i_hate_mcmansions_and_you_should_too
 Duelo por la muerte del padre,Hernán Casciari,16-Oct,1000000,30000,https://ted.com/talks/hernan_casciari_duelo_por_la_muerte_del_padre
Why you should love gross science,Anna Rothschild,16-Oct,1300000,41000,https://ted.com/talks/anna_rothschild_why_you_should_love_gross_science
Using corporate data to improve our lives,Stefaan Verhulst,16-Oct,5100,154,https://ted.com/talks/stefaan_verhulst_using_corporate_data_to_improve_our_lives
Our fight for disability rights — and why we're not done yet,Judith Heumann,16-Oct,1200000,36000,https://ted.com/talks/judith_heumann_our_fight_for_disability_rights_and_why_we_re_not_done_yet
Academic research is publicly funded — why isn't it publicly available?,Erica Stone,16-Oct,1000000,30000,https://ted.com/talks/erica_stone_academic_research_is_publicly_funded_why_isn_t_it_publicly_available
The secret language of letter design,Martina Flor,16-Oct,535000,16000,https://ted.com/talks/martina_flor_the_secret_language_of_letter_design
I don't want children — stop telling me I'll change my mind,Christen Reighter,16-Oct,3800000,115000,https://ted.com/talks/christen_reighter_i_don_t_want_children_stop_telling_me_i_ll_change_my_mind
How judges can show respect,Victoria Pratt,16-Oct,1200000,37000,https://ted.com/talks/victoria_pratt_how_judges_can_show_respect
What I learned as a prisoner in North Korea,Euna Lee,16-Oct,4500000,135000,https://ted.com/talks/euna_lee_what_i_learned_as_a_prisoner_in_north_korea
"When workers own companies, the economy is more resilient",Niki Okuk,16-Oct,1300000,39000,https://ted.com/talks/niki_okuk_when_workers_own_companies_the_economy_is_more_resilient
How I help free innocent people from prison,Ronald Sullivan,16-Oct,927000,27000,https://ted.com/talks/ronald_sullivan_how_i_help_free_innocent_people_from_prison
"To understand autism, don't look away",Carina Morillo,16-Oct,734000,22000,https://ted.com/talks/carina_morillo_to_understand_autism_don_t_look_away
A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,16-Oct,1100000,33000,https://ted.com/talks/nina_fedoroff_a_secret_weapon_against_zika_and_other_mosquito_borne_diseases
How radio telescopes show us unseen galaxies,Natasha Hurley-Walker,16-Oct,1300000,41000,https://ted.com/talks/natasha_hurley_walker_how_radio_telescopes_show_us_unseen_galaxies
3 ways to plan for the (very) long term,Ari Wallach,16-Oct,2500000,77000,https://ted.com/talks/ari_wallach_3_ways_to_plan_for_the_very_long_term
The conversation we're not having about digital child abuse,Sebastián Bortnik,16-Oct,564000,16000,https://ted.com/talks/sebastian_bortnik_the_conversation_we_re_not_having_about_digital_child_abuse
Addiction is a disease. We should treat it like one,Michael Botticelli,16-Oct,1700000,52000,https://ted.com/talks/michael_botticelli_addiction_is_a_disease_we_should_treat_it_like_one
What we don't know about mother's milk,Katie Hinde,16-Oct,1400000,44000,https://ted.com/talks/katie_hinde_what_we_don_t_know_about_mother_s_milk
"Asking for help is a strength, not a weakness",Michele L. Sullivan,16-Oct,1700000,51000,https://ted.com/talks/michele_l_sullivan_asking_for_help_is_a_strength_not_a_weakness
Inside America's dead shopping malls,Dan Bell,16-Oct,2200000,67000,https://ted.com/talks/dan_bell_inside_america_s_dead_shopping_malls
What young women believe about their own sexual pleasure,Peggy Orenstein,16-Oct,4300000,129000,https://ted.com/talks/peggy_orenstein_what_young_women_believe_about_their_own_sexual_pleasure
Why women should tell the stories of humanity,Jude Kelly,16-Oct,1200000,38000,https://ted.com/talks/jude_kelly_why_women_should_tell_the_stories_of_humanity
"To raise brave girls, encourage adventure",Caroline Paul,16-Oct,2000000,62000,https://ted.com/talks/caroline_paul_to_raise_brave_girls_encourage_adventure
A scientific approach to the paranormal,Carrie Poppy,16-Oct,2100000,64000,https://ted.com/talks/carrie_poppy_a_scientific_approach_to_the_paranormal
Stories from a home for terminally ill children,Kathy Hull,16-Oct,1000000,31000,https://ted.com/talks/kathy_hull_stories_from_a_home_for_terminally_ill_children
The data behind Hollywood's sexism,Stacy Smith,16-Oct,1200000,36000,https://ted.com/talks/stacy_smith_the_data_behind_hollywood_s_sexism
The racial politics of time,Brittney Cooper,16-Oct,1000000,31000,https://ted.com/talks/brittney_cooper_the_racial_politics_of_time
How racism harms pregnant women — and what can help,Miriam Zoila Pérez,16-Oct,1000000,30000,https://ted.com/talks/miriam_zoila_perez_how_racism_harms_pregnant_women_and_what_can_help
Our story of rape and reconciliation,Thordis Elva and Tom Stranger,16-Oct,6100000,185000,https://ted.com/talks/thordis_elva_and_tom_stranger_our_story_of_rape_and_reconciliation
A young scientist's quest for clean water,Deepika Kurup,16-Oct,1200000,37000,https://ted.com/talks/deepika_kurup_a_young_scientist_s_quest_for_clean_water
Buildings that blend nature and city,Jeanne Gang,16-Oct,1700000,52000,https://ted.com/talks/jeanne_gang_buildings_that_blend_nature_and_city
How online abuse of women has spiraled out of control,Ashley Judd,16-Oct,1900000,59000,https://ted.com/talks/ashley_judd_how_online_abuse_of_women_has_spiraled_out_of_control
"If a story moves you, act on it",Sisonke Msimang,16-Oct,1400000,44000,https://ted.com/talks/sisonke_msimang_if_a_story_moves_you_act_on_it
The lies we tell pregnant women,Sofia Jawed-Wessel,16-Oct,2600000,78000,https://ted.com/talks/sofia_jawed_wessel_the_lies_we_tell_pregnant_women
The world doesn't need more nuclear weapons,Erika Gregory,16-Oct,1000000,30000,https://ted.com/talks/erika_gregory_the_world_doesn_t_need_more_nuclear_weapons
It's time to reclaim religion,Sharon Brous,16-Oct,1400000,43000,https://ted.com/talks/sharon_brous_it_s_time_to_reclaim_religion
What will you tell your daughters about 2016?,Chinaka Hodge,16-Oct,1200000,38000,https://ted.com/talks/chinaka_hodge_what_will_you_tell_your_daughters_about_2016
How to gain control of your free time,Laura Vanderkam,16-Oct,12000000,373000,https://ted.com/talks/laura_vanderkam_how_to_gain_control_of_your_free_time
Say your truths and seek them in others,Elizabeth Lesser,16-Oct,2000000,61000,https://ted.com/talks/elizabeth_lesser_say_your_truths_and_seek_them_in_others
A queer vision of love and marriage,Tiq Milan and Kim Katrin Milan,16-Oct,1600000,50000,https://ted.com/talks/tiq_milan_and_kim_katrin_milan_a_queer_vision_of_love_and_marriage
How an old loop of railroads is changing the face of a city,Ryan Gravel,16-Oct,908000,27000,https://ted.com/talks/ryan_gravel_how_an_old_loop_of_railroads_is_changing_the_face_of_a_city
An interview with the founders of Black Lives Matter,"Alicia Garza, Patrisse Cullors and Opal Tometi",16-Oct,1400000,42000,https://ted.com/talks/alicia_garza_patrisse_cullors_and_opal_tometi_an_interview_with_the_founders_of_black_lives_matter
A political party for women's equality,Sandi Toksvig,16-Oct,972000,29000,https://ted.com/talks/sandi_toksvig_a_political_party_for_women_s_equality
The playful wonderland behind great inventions,Steven Johnson,16-Oct,1400000,44000,https://ted.com/talks/steven_johnson_the_playful_wonderland_behind_great_inventions
The urgency of intersectionality,Kimberlé Crenshaw,16-Oct,5000000,150000,https://ted.com/talks/kimberle_crenshaw_the_urgency_of_intersectionality
Islamophobia killed my brother. Let's end the hate,Suzanne Barakat,16-Oct,2000000,62000,https://ted.com/talks/suzanne_barakat_islamophobia_killed_my_brother_let_s_end_the_hate
It's time for women to run for office,Halla Tómasdóttir,16-Oct,1000000,32000,https://ted.com/talks/halla_tomasdottir_it_s_time_for_women_to_run_for_office
Plato's best (and worst) ideas,Wisecrack,16-Oct,4099999,123000,https://ted.com/talks/wisecrack_plato_s_best_and_worst_ideas
"Why should you listen to Vivaldi's ""Four Seasons""?",Betsy Schwarm,16-Oct,4200000,128000,https://ted.com/talks/betsy_schwarm_why_should_you_listen_to_vivaldi_s_four_seasons
What causes cavities?,Mel Rosenberg,16-Oct,4600000,138000,https://ted.com/talks/mel_rosenberg_what_causes_cavities
Can you solve the prisoner boxes riddle?,Yossi Elran,16-Oct,9600000,288000,https://ted.com/talks/yossi_elran_can_you_solve_the_prisoner_boxes_riddle
The case for restorative justice in juvenile courts,Wesley Saint Clair,16-Nov,24000,727,https://ted.com/talks/wesley_saint_clair_the_case_for_restorative_justice_in_juvenile_courts
¿Cuándo te importa mi silla de ruedas?,Rosario Perazolo Masjoan,16-Nov,71000,2100,https://ted.com/talks/rosario_perazolo_masjoan_cuando_te_importa_mi_silla_de_ruedas
Why we collect things,Daniel Krawczyk,16-Nov,54000,1600,https://ted.com/talks/daniel_krawczyk_why_we_collect_things
"Tactile photographs that display worlds of light, shadow and mood",Truls Nord,16-Nov,8900,268,https://ted.com/talks/truls_nord_tactile_photographs_that_display_worlds_of_light_shadow_and_mood
A new way to define self-worth,Liz Powers,16-Nov,42000,1200,https://ted.com/talks/liz_powers_a_new_way_to_define_self_worth
The ruralities of autism,Amy Price Azano,16-Nov,27000,828,https://ted.com/talks/amy_price_azano_the_ruralities_of_autism
Why is algebra so hard? The answer is surprisingly simple,Emmanuel Schanzer,16-Nov,436000,13000,https://ted.com/talks/emmanuel_schanzer_why_is_algebra_so_hard_the_answer_is_surprisingly_simple
How prefab homes can transform affordable housing,Antón García-Abril,16-Nov,20000,626,https://ted.com/talks/anton_garcia_abril_how_prefab_homes_can_transform_affordable_housing
Reescribe el cuento de tu vida,Lucas Raspall,16-Nov,130000,3900,https://ted.com/talks/lucas_raspall_reescribe_el_cuento_de_tu_vida
Un ejército de mujeres ,Alba Sotorra,16-Nov,17000,527,https://ted.com/talks/alba_sotorra_un_ejercito_de_mujeres
Why teens confess to crimes they didn't commit,Lindsay Malloy,16-Nov,1500000,46000,https://ted.com/talks/lindsay_malloy_why_teens_confess_to_crimes_they_didn_t_commit
Comics belong in the classroom,Gene Luen Yang,16-Nov,1400000,44000,https://ted.com/talks/gene_luen_yang_comics_belong_in_the_classroom
 Do you really know why you do what you do?,Petter Johansson,16-Nov,1600000,48000,https://ted.com/talks/petter_johansson_do_you_really_know_why_you_do_what_you_do
To the beat of light,The Holladay Brothers,16-Nov,3800,114,https://ted.com/talks/the_holladay_brothers_to_the_beat_of_light
Diversity in harmony, Wobbly World,16-Nov,5400,163,https://ted.com/talks/wobbly_world_diversity_in_harmony
A business against racism ,Villy Wang,16-Nov,19000,596,https://ted.com/talks/villy_wang_a_business_against_racism
An instrument anyone can play,Tim Exile,16-Nov,22000,673,https://ted.com/talks/tim_exile_an_instrument_anyone_can_play
